paragraph,id,count,em,nll
"All&nbsp;Classes</a></li>
</ul>
<div>
<script type=""text/javascript""><!--
  allClassesLink = document.getElementById(""allclasses_navbar_bottom"");
  if(window==top) {
    allClassesLink.style.display = ""block"";
  }
  else {
    allClassesLink.style.display = ""none"";
",13415,27842,50.0,0.411
"&nbsp;Classes</a></li>
</ul>
<div>
<script type=""text/javascript""><!--
  allClassesLink = document.getElementById(""allclasses_navbar_bottom"");
  if(window==top) {
    allClassesLink.style.display = ""block"";
  }
  else {
    allClassesLink.style.display = ""none"";
 ",13416,27842,50.0,0.383
"nbsp;Classes</a></li>
</ul>
<div>
<script type=""text/javascript""><!--
  allClassesLink = document.getElementById(""allclasses_navbar_bottom"");
  if(window==top) {
    allClassesLink.style.display = ""block"";
  }
  else {
    allClassesLink.style.display = ""none"";
  }",13417,27842,50.0,0.373
"></li>
</ul>
<div>
<script type=""text/javascript""><!--
  allClassesLink = document.getElementById(""allclasses_navbar_top"");
  if(window==top) {
    allClassesLink.style.display = ""block"";
  }
  else {
    allClassesLink.style.display = ""none"";
  }
  //-->
</script",13421,37705,50.0,0.282
"Classes</a></li>
</ul>
<div>
<script type=""text/javascript""><!--
  allClassesLink = document.getElementById(""allclasses_navbar_top"");
  if(window==top) {
    allClassesLink.style.display = ""block"";
  }
  else {
    allClassesLink.style.display = ""none"";
  }
  //",13422,25165,50.0,0.306
"es</a></li>
</ul>
<div>
<script type=""text/javascript""><!--
  allClassesLink = document.getElementById(""allclasses_navbar_bottom"");
  if(window==top) {
    allClassesLink.style.display = ""block"";
  }
  else {
    allClassesLink.style.display = ""none"";
  }
  //-->",13423,27842,50.0,0.302
""">All&nbsp;Classes</a></li>
</ul>
<div>
<script type=""text/javascript""><!--
  allClassesLink = document.getElementById(""allclasses_navbar_bottom"");
  if(window==top) {
    allClassesLink.style.display = ""block"";
  }
  else {
    allClassesLink.style.display = ""none"";",13426,27842,50.0,0.384
"allclasses-noframe.html"">All&nbsp;Classes</a></li>
</ul>
<div>
<script type=""text/javascript""><!--
  allClassesLink = document.getElementById(""allclasses_navbar_bottom"");
  if(window==top) {
    allClassesLink.style.display = ""block"";
  }
  else {
    allClassesLink",13429,25546,50.0,0.503
";Classes</a></li>
</ul>
<div>
<script type=""text/javascript""><!--
  allClassesLink = document.getElementById(""allclasses_navbar_bottom"");
  if(window==top) {
    allClassesLink.style.display = ""block"";
  }
  else {
    allClassesLink.style.display = ""none"";
  }
 ",13432,27842,50.0,0.408
".html"">All&nbsp;Classes</a></li>
</ul>
<div>
<script type=""text/javascript""><!--
  allClassesLink = document.getElementById(""allclasses_navbar_bottom"");
  if(window==top) {
    allClassesLink.style.display = ""block"";
  }
  else {
    allClassesLink.style.display = """,13433,27842,50.0,0.38
"Classes</a></li>
</ul>
<div>
<script type=""text/javascript""><!--
  allClassesLink = document.getElementById(""allclasses_navbar_bottom"");
  if(window==top) {
    allClassesLink.style.display = ""block"";
  }
  else {
    allClassesLink.style.display = ""none"";
  }
  //",13436,27842,50.0,0.294
"a></li>
</ul>
<div>
<script type=""text/javascript""><!--
  allClassesLink = document.getElementById(""allclasses_navbar_bottom"");
  if(window==top) {
    allClassesLink.style.display = ""block"";
  }
  else {
    allClassesLink.style.display = ""none"";
  }
  //-->
</",13437,40382,50.0,0.306
"</a></li>
</ul>
<div>
<script type=""text/javascript""><!--
  allClassesLink = document.getElementById(""allclasses_navbar_bottom"");
  if(window==top) {
    allClassesLink.style.display = ""block"";
  }
  else {
    allClassesLink.style.display = ""none"";
  }
  //-->
",13438,40382,50.0,0.248
"li>
</ul>
<div>
<script type=""text/javascript""><!--
  allClassesLink = document.getElementById(""allclasses_navbar_bottom"");
  if(window==top) {
    allClassesLink.style.display = ""block"";
  }
  else {
    allClassesLink.style.display = ""none"";
  }
  //-->
</script>",13439,40382,50.0,0.251
"></li>
</ul>
<div>
<script type=""text/javascript""><!--
  allClassesLink = document.getElementById(""allclasses_navbar_bottom"");
  if(window==top) {
    allClassesLink.style.display = ""block"";
  }
  else {
    allClassesLink.style.display = ""none"";
  }
  //-->
</script",13440,40382,50.0,0.259
